Timestamp	Latin name of a given species	Sequence name (from NCBI or other sources)	Sequence Accession Number from NCBI	Type of a given sequence	GO - Molecular Function (from Uniprot)	GO - Biological process (from Uniprot)	Special Note	Sequence Accession Number from other source	Choose alternative Source of Sequence Accession Number	Who typed in the data	
4/27/2015 20:38:25	Omphisa fuscidentalis	ecdysone receptor A isoform (EcR-A) mRNA	EF667890	mRNA	ecdysteroid hormone receptor activity; sequence-specific DNA binding; steroid binding; zinc ion binding	NaN					
4/27/2015 20:40:51	Omphisa fuscidentalis	ecdysone receptor B1 isoform (EcR-B1) mRNA	EF667891	mRNA	ecdysteroid hormone receptor activity; sequence-specific DNA binding; steroid binding; zinc ion binding	NaN					
4/27/2015 19:51:03	Omphisa fuscidentalis	juvenile hormone binding protein (JHBP)	JQ658990	mRNA	NaN	NaN					
4/27/2015 20:24:42	Omphisa fuscidentalis	storage protein 1	ABO27097	protein	NaN	NaN					
4/27/2015 20:20:10	Omphisa fuscidentalis	storage protein 1 (SP1) mRNA	EF429084	mRNA	NaN	NaN					
4/27/2015 20:27:06	Omphisa fuscidentalis	storage protein 2	ABO27098	protein	NaN	NaN					
4/27/2015 20:26:25	Omphisa fuscidentalis	storage protein 2 (SP2) mRNA	EF429085	mRNA	NaN	NaN					
3/24/2016 3:08:56	Omphisa fuscidentalis	trehalase-1 (treh-1) mRNA	EF426724	mRNA	alpha,alpha-trehalase activity	trehalose metabolic process				Boris	
3/24/2016 3:12:52	Omphisa fuscidentalis	trehalase-2 (treh-2) mRNA	EF426723	mRNA	alpha,alpha-trehalase activity	trehalose metabolic process				Boris	
4/3/2015 18:17:16	Ostrinia nubilalis	ommochrome binding protein (obp2) gene, obp2-B4 allele	AY862870	DNA	NaN	NaN					
4/3/2015 18:39:19	Ostrinia nubilalis	ommochrome binding protein 1 (obp1) gene, obp1-A1 allele	AY819651	DNA	NaN	NaN					
4/3/2015 18:37:47	Ostrinia nubilalis	ommochrome binding protein 1 (obp1) gene, obp1-A2 allele	AY819652	DNA	NaN	NaN					
4/3/2015 18:36:16	Ostrinia nubilalis	ommochrome binding protein 2 (obp2) gene, obp2-B1 allele	AY819653	DNA	NaN	NaN					
4/3/2015 18:21:15	Ostrinia nubilalis	ommochrome binding protein 2 (obp2) gene, obp2-B2 allele	AY819654	DNA	NaN	NaN					
4/3/2015 18:19:18	Ostrinia nubilalis	ommochrome binding protein 2 (obp2) gene, obp2-B3 allele	AY819655	DNA	NaN	NaN					
5/28/2015 11:24:25	Paratlanticus ussuriensis	heat shock protein 70 (hsp70) mRNA	JF966356	mRNA	ATP binding	NaN					
5/28/2015 11:25:45	Paratlanticus ussuriensis	heat shock protein 70b mRNA	KC206085	mRNA	ATP binding	NaN					
5/28/2015 11:26:48	Paratlanticus ussuriensis	heat shock protein 70c mRNA	JX112893	mRNA	ATP binding	NaN					
5/28/2015 11:28:18	Paratlanticus ussuriensis	heat shock protein 90 mRNA	JX112894	mRNA	ATP binding	protein folding; response to stress					
5/28/2015 11:23:08	Paratlanticus ussuriensis	small heat shock protein mRNA	JX112892	mRNA	NaN	NaN					
5/28/2015 15:47:12	Praon volucre	Actin related protein 1		protein	Cytoskeleton structure	NaN	Similar to Nasonia vitripennis, UniProt identifier: NP_001157191				
5/28/2015 15:37:19	Praon volucre	Aldehyde dehydrogenase isoform B		protein	Oxidoreductase, cellular aldehyde metabolic process	NaN	Similar to Lysiphlebus testaceipes, UniProt identifier: AAY63975				
5/28/2015 15:42:10	Praon volucre	apolipoprotein D-like isoform 2		protein	Lipid metabolic process, lipid binding, transporter activity	NaN	Similar to Apis mellifera, UniProt identifier: XP_623787				
5/28/2015 15:49:19	Praon volucre	Cathepsin-L [cysteine peptidase, CP]		protein	Proteolysis, cysteine-type endopeptidase activity	NaN	Similar to Blattella germanica, UniProt identifier: CAR94536				
5/28/2015 17:18:10	Praon volucre	Cuticular protein RR-2 family member 14		protein	Component of the rigid cuticle	NaN	Similar to Nasonia vitripennis, UniProt identifier: NP_001166276				
5/28/2015 15:39:12	Praon volucre	Elongation factor 1-alpha		protein	Protein biosynthesis	NaN	Similar to Nasonia vitripennis, UniProt identifier: ADN32040				
5/28/2015 15:51:49	Praon volucre	Fibroinase [cysteine peptidase, CP]		protein	Proteolysis, cysteine-type endopeptidase activity	NaN	Similar to Bombyx mori, UniProt identifier: NP_001037464				
5/28/2015 17:22:02	Praon volucre	GD10219 [Glyceraldehyde 3-phosphate dehydrogenase]		protein	Glycolysis, gluconeogenesis	NaN	Similar to Drosophila simulans, UniProt identifier: XP_002814658				
5/28/2015 15:16:09	Praon volucre	heat shock 70 kDa protein 4L-like isoform1		protein	Stress response	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001607146				
5/28/2015 17:15:59	Praon volucre	Hypothetical protein SINV_09509 [cuticular protein]		protein	Component of the rigid cuticle	NaN	Similar to Solenopsis invicta, UniProt identifier: EFZ21640				
5/28/2015 15:24:55	Praon volucre	similar to ankyrin repeat protein		protein	Cytoskeletal adaptor activity, protein binding	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001606897				
5/28/2015 15:54:15	Praon volucre	similar to arginine kinase-like protein		protein	ATP binding, phosphorylation, phosphagen	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001607122				
5/28/2015 15:33:15	Praon volucre	similar to GA17549-PA [vanin-like protein]		protein	Nitrogen compound metabolic process, hydrolase	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001602482				
5/28/2015 17:19:57	Praon volucre	similar to putative muscular protein 20		protein	Actin binding, muscle protein, regulation of cell shape	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001607748				
5/28/2015 15:21:30	Praon volucre	transitional endoplasmic reticulum ATPase TER94-like		protein	ATP binding, nucleoside-triphosphatase activity	NaN	Similar to Nasonia vitripennis, UniProt identifier: XP_001605497				
5/28/2015 15:29:15	Praon volucre	Vesicle amine transport protein		protein	Oxidoreductase activity	NaN	Similar to Bombyx mori; UniProt identifier: NP_001093281				
4/15/2015 1:42:58	Pyrrhocoris apterus	aldose reductase mRNA	EU076387	mRNA	alditol:NADP+ 1-oxidoreductase activity	NaN					
4/15/2015 1:47:08	Pyrrhocoris apterus	citrate synthase mRNA	EU076385	mRNA	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	cellular carbohydrate metabolic process; tricarboxylic acid cycle					
4/15/2015 23:48:50	Pyrrhocoris apterus	CLOCK protein mRNA	AY256442	mRNA	sequence-specific DNA binding transcription factor activity; signal transducer activity	NaN					
3/2/2016 20:49:28	Pyrrhocoris apterus	cryptochrome 2 mRNA	JX560423	mRNA	NaN	NaN				Dunja	
4/15/2015 1:44:23	Pyrrhocoris apterus	cytochrome c oxidase subunit Va mRNA	EU076386	mRNA	cytochrome-c oxidase activity	NaN					
4/15/2015 1:37:57	Pyrrhocoris apterus	ecdysone receptor mRNA	EU076389	mRNA	ecdysteroid hormone receptor activity; sequence-specific DNA binding; steroid binding; zinc ion binding	Transcription, Transcription regulation					
4/15/2015 23:46:33	Pyrrhocoris apterus	period clock protein (per) mRNA	AY247968	mRNA	signal transducer activity	NaN					
4/15/2015 1:41:01	Pyrrhocoris apterus	sorbitol dehydrogenase mRNA	EU076388	mRNA	L-iditol 2-dehydrogenase activity; zinc ion binding	NaN					
4/15/2015 1:20:31	Pyrrhocoris apterus	ultraspiracle mRNA	EU076390	mRNA	sequence-specific DNA binding; sequence-specific DNA binding transcription factor activity; steroid hormone receptor activity; zinc ion binding	transcription, DNA-templated					
5/9/2015 23:35:55	Rhagoletis pomonella	heat shock protein 70 mRNA	EF103584	mRNA	ATP binding	NaN					
5/9/2015 23:37:05	Rhagoletis pomonella	heat shock protein 90 mRNA	EF397426	mRNA	ATP binding	protein folding					
5/9/2015 23:49:17	Riptortus pedestris	cry-m mRNA for cryptochrome-m	AB379863	mRNA	DNA photolyase activity	DNA repair					
5/9/2015 23:47:57	Riptortus pedestris	cyc mRNA for cycle	AB379864	mRNA	sequence-specific DNA binding transcription factor activity; signal transducer activity	NaN					
5/9/2015 23:50:49	Riptortus pedestris	per mRNA for period	AB379862	mRNA	signal transducer activity	regulation of transcription, DNA-templated					
5/9/2015 23:44:57	Riptortus pedestris	vri mRNA for vrille	AB379865	mRNA	sequence-specific DNA binding	NaN					
1/18/2016 20:20:23	Sarcophaga crassipalpis	23kDa heat shock protein ScHSP23 mRNA	U96099	mRNA	NaN	Stress response				Iva Gorše	
5/11/2015 19:59:11	Sarcophaga crassipalpis	60S acidic ribosomal protein P0 mRNA	AF220939	mRNA	Ribonucleoprotein, Ribosomal protein	ribosome biogenesis					
3/17/2015 1:48:15	Sarcophaga crassipalpis	70 kDa heat shock protein ScHSP70 (HSP70) mRNA	AF107338	mRNA	ATP binding	Stress response					
5/12/2015 2:40:55	Sarcophaga crassipalpis	cDNA similar to 16s ribosomal RNA	FL483278	EST	NaN	NaN					
5/11/2015 20:41:29	Sarcophaga crassipalpis	cDNA similar to actin related protein 1	FL483261	EST	NaN	NaN					
5/12/2015 2:17:10	Sarcophaga crassipalpis	cDNA similar to adenosine monophosphate deaminase 2	FL483266	EST	NaN	NaN					
5/11/2015 21:23:13	Sarcophaga crassipalpis	cDNA similar to broad complex protein	FL483258	EST	NaN	NaN					
5/12/2015 1:47:12	Sarcophaga crassipalpis	cDNA similar to cytochrome oxidase C	FL483275	EST	NaN	NaN					
5/12/2015 2:03:58	Sarcophaga crassipalpis	cDNA similar to D-ras-2	FL483265	EST	NaN	NaN					
5/12/2015 2:26:45	Sarcophaga crassipalpis	cDNA similar to elongation factor alpha	FL483263	EST	NaN	NaN					
5/11/2015 20:11:53	Sarcophaga crassipalpis	cDNA similar to failed axon connections protein	FL483277	EST	NaN	NaN					
5/11/2015 21:43:07	Sarcophaga crassipalpis	cDNA similar to fatty acid desaturase	FL483259	EST	NaN	NaN					
5/11/2015 19:54:11	Sarcophaga crassipalpis	cDNA similar to ferritin	FL483260	EST	NaN	NaN					
5/11/2015 21:35:50	Sarcophaga crassipalpis	cDNA similar to MAP kinase 3	FL483270	EST	NaN	NaN					
5/11/2015 19:56:38	Sarcophaga crassipalpis	cDNA similar to metallothionein D	FL483282	EST	NaN	NaN					
5/11/2015 20:03:24	Sarcophaga crassipalpis	cDNA similar to neuropeptide precursor 4	FL483273	EST	NaN	NaN					
5/12/2015 1:28:01	Sarcophaga crassipalpis	cDNA similar to ribosomal protein L9	FL483280	EST	NaN	NaN					
5/11/2015 20:48:03	Sarcophaga crassipalpis	cDNA similar to RNA helicase	FL483264	EST	NaN	NaN					
5/12/2015 0:10:59	Sarcophaga crassipalpis	clone 5B11 heat shock protein 70 mRNA	EF103580	mRNA	ATP binding	protein folding					
5/11/2015 23:55:19	Sarcophaga crassipalpis	clone 6A1 TCP-1 containing chaperonin mRNA	EF103581	mRNA	NAN	Stress response					
5/11/2015 22:01:47	Sarcophaga crassipalpis	clone 7H10 small heat shock protein mRNA	EF103579	 mRNA	NaN	Stress response		1			
5/11/2015 22:40:10	Sarcophaga crassipalpis	clone 7H7 25 kDa small heat shock protein mRNA	EF103577	mRNA	NaN	Stress response					
5/11/2015 22:18:41	Sarcophaga crassipalpis	clone 9D11 18 kDa small heat shock protein mRNA	EF103578	mRNA	NaN	Stress response					
3/17/2015 2:10:05	Sarcophaga crassipalpis	cognate 70 kDa heat shock protein scHSC70 (HSC70) gene	AF107339	DNA	NaN	Stress response					
4/21/2015 12:58:26	Sarcophaga crassipalpis	heat shock protein 90 gene	AF261773	DNA	ATP binding	protein folding, response to stress					
3/6/2016 17:04:33	Sarcophaga crassipalpis	Inositol-3-phosphate synthase		protein	inositol-3-phosphate synthase activity	inositol biosynthetic process; phospholipid biosynthetic process 	Similar to Drosophila melanogaster, UniProt identifier: NP_477405			Iva G.	
5/19/2015 12:01:06	Sarcophaga crassipalpis	methuselah-like 8, isoform A		protein	G-protein coupled receptor activity	response to stress	Identification of the protein was performed based on the similarity with D. melanogaster, NP_611998				
1/18/2016 19:54:53	Sarcophaga crassipalpis	neuropeptide-like precursor 4 (NPLP4) mRNA	EU526381	mRNA	Neuropeptide	neuropeptide signaling pathway				Iva Gorše	
3/21/2015 17:16:06	Sarcophaga crassipalpis	proliferating cell nuclear antigen (PCNA) gene	AF020427	EST	NaN	NaN					
4/21/2015 12:49:56	Sarcophaga crassipalpis	Scys-B mRNA for sarcocystatin B	AB074536	mRNA	cysteine-type endopeptidase inhibitor activity	NaN					
5/12/2015 2:46:40	Sarcophaga crassipalpis	Unknown - ScMD-3D10	FL483262	EST	NaN	NaN					
5/12/2015 2:51:53	Sarcophaga crassipalpis	Unknown - ScMD-5G10	FL483267	EST	NaN	NaN					
5/12/2015 3:19:20	Sarcophaga crassipalpis	Unknown - ScMD-6D2	FL483268	EST	NaN	NaN					
5/12/2015 0:39:29	Sarcophaga crassipalpis	Unknown - ScMD-6G4	FL483269	EST	NaN	NaN					
5/12/2015 0:56:44	Sarcophaga crassipalpis	Unknown - ScMD-7H11	FL483271	EST	NaN	NaN					
5/12/2015 3:15:35	Sarcophaga crassipalpis	Unknown - ScMD-8B1	FL483272	EST	NaN	NaN					
5/12/2015 1:08:53	Sarcophaga crassipalpis	Unknown - ScMD-8E6	FL483274	EST	NaN	NaN					
5/12/2015 3:03:40	Sarcophaga crassipalpis	Unknown - ScMD-8G3	FL483276	EST	NaN	NaN					
5/12/2015 2:58:13	Sarcophaga crassipalpis	Unknown - ScMD-9E12	FL483279	EST	NaN	NaN					
5/12/2015 3:08:12	Sarcophaga crassipalpis	Unknown - ScMD-9H7	FL483281	EST	NaN	NaN					
3/10/2016 18:47:14	Sarcophaga crassipalpis	fatty acid binding protein		protein	Liipid-binding	Transport	Similar to Schistocerca gregaria, UniProt identifier: AAA19622 				
3/10/2016 18:53:04	Sarcophaga crassipalpis	CG2331-PA		protein	ATP binding;hydrolase activity;nucleotide binding	metabolic process	Similar to Drosophila erecta, UniProt identifier:AAO01004				
3/10/2016 18:59:11	Sarcophaga crassipalpis	Similar to Drosophila melanogaster tsr		protein	actin binding	actin filament depolymerization	Similar to Drosophila yakuba, UniProt identifier: AAR09835				
3/10/2016 19:05:53	Sarcophaga crassipalpis	Catalase		protein	antioxidant activity;catalase activity;heme binding;metal ion binding	aging;cellular oxidant detoxification;determination of adult lifespan;heart morphogenesis;hydrogen peroxide catabolic process;paracrine signaling;reactive oxygen species metabolic process;regulation of hemocyte proliferation;response to ethanol;response to hydrogen peroxide	Similar to Drosophila melanogaster, UniProt identifier:NP_536731				
3/10/2016 19:09:15	Sarcophaga crassipalpis	unnamed protein product		protein	DNA binding;  protein heterodimerization activity	NaN	Similar to Drosophila hydei, UniProt identifier: CAA34922  				
3/10/2016 19:12:19	Sarcophaga crassipalpis	histone 2B		protein	DNA binding;protein heterodimerization activity	NaN	Similar to Drosophila yakuba, UniProt identifier: BAC54557  				
3/10/2016 19:21:41	Sarcophaga crassipalpis	ribosomal protein L17A		protein	large ribosomal subunit rRNA binding;myosin binding;structural constituent of ribosome;myosin binding;structural constituent of ribosome	mitotic spindle eloslationngation;mitotic spindle organization;neurogenesis;translation;mitotic spindle organization	Similar to Drosophila melanogaster, UniProt identifier: AAA28867  				
3/10/2016 19:43:43	Sarcophaga crassipalpis	RpL32 mRNA for ribosomal protein L32	AB074534	mRNA	structural constituent of ribosome	translation					
3/10/2016 19:46:21	Sarcophaga crassipalpis	Scys-A mRNA for sarcocystatin A	AB074535	mRNA	cysteine-type endopeptidase inhibitor activity	negative regulation of endopeptidase activity					
3/10/2016 20:20:44	Sarcophaga crassipalpis	cyclin E		mRNA	transferase activity	metabolic process	Similar to Drosophila melanogaster, UniProt identifier: NM_165124 				
3/10/2016 20:27:13	Sarcophaga crassipalpis	 p21=cyclin kinase inhibitor		mRNA	cyclin-dependent protein kinase activating kinase activity;cyclin-dependent protein serine/threonine kinase inhibitor activity;metal ion binding;ubiquitin protein ligase binding	Cell cycle	Similar to Homo sapiens (Human), UniProt Identifier: S67388    				
3/10/2016 20:30:02	Sarcophaga crassipalpis	Homo sapiens mRNA for P53		mRNA	Activator, Repressor	Cell cycle	Similar to Homo sapiens (Human), UniProt Identifier: AB082923 				
3/10/2016 20:37:21	Sarcophaga crassipalpis	Sarcophaga crassipalpis proliferating cell nuclear antigen (PCNA) gene	AF020427	DNA	DNA binding; DNA polymerase processivity factor activity	DNA replication; regulation of DNA replication					
3/12/2015 20:13:24	Sesamia nonagrioides	90 kDa heat shock protein 83 (hsp83) mRNA	DQ198859	mRNA	ATP binding	protein folding					
3/12/2015 11:11:50	Sesamia nonagrioides	heat shock cognate 70 protein mRNA	DQ004584	mRNA	ATP binding	Stress response					
3/12/2015 19:54:04	Sesamia nonagrioides	heat shock protein 19.5 (hsp19.5) mRNA	EU668902	mRNA	NaN	Stress response					
3/12/2015 19:32:32	Sesamia nonagrioides	heat shock protein 70 (Hsp70) mRNA	EU430480	mRNA	ATP binding	Stress response					
3/12/2015 19:56:38	Sesamia nonagrioides	heat shock protein hsp20.8 (Sno20.8) mRNA	DQ336356	mRNA	NaN	Stress response					
3/12/2015 20:21:47	Sesamia nonagrioides	methionine-rich storage protein (SP2) mRNA	DQ147770	mRNA	NaN	NaN					
3/12/2015 20:05:59	Sesamia nonagrioides	moderately methionine rich storage protein (SP1) mRNA	DQ004585	mRNA	NaN	NaN					
6/16/2015 3:21:42	Sitodiplosis mosellana	CL66.Contig1_S_mosellanaA transcribed RNA sequence	GBRL01010117	mRNA	NaN	NaN					
6/16/2015 3:08:36	Sitodiplosis mosellana	Unigene17374_S_mosellanaA transcribed RNA sequence	GAKJ01009152	mRNA	NaN	NaN					
6/16/2015 3:23:16	Sitodiplosis mosellana	Unigene38983_S_mosellanaA transcribed RNA sequence	GBRL01007283	mRNA	NaN	NaN					
6/16/2015 3:30:19	Sitodiplosis mosellana	Unigene6351_S_mosellanaA transcribed RNA sequence	GAKJ01002970	mRNA	NaN	NaN					
6/16/2015 3:31:55	Sitodiplosis mosellana	Unigene7576_S_mosellanaA transcribed RNA sequence	GAKJ01003972	mRNA	NaN	NaN					
6/16/2015 3:19:10	Sitodiplosis mosellana	Unigene8309_S_mosellanaA transcribed RNA sequence	GAKJ01004569	mRNA	NaN	NaN					
6/16/2015 3:25:39	Sitodiplosis mosellana	Unigene8661_S_mosellanaA transcribed RNA sequence	GAKJ01004852	mRNA	NaN	NaN					
6/16/2015 3:27:12	Sitodiplosis mosellana	Unigene8830_S_mosellanaA transcribed RNA sequence	GAKJ01004979	mRNA	NaN	NaN					
6/16/2015 3:28:46	Sitodiplosis mosellana	Unigene8831_S_mosellanaA transcribed RNA sequence	GAKJ01004980	mRNA	NaN	NaN					
2/29/2016 12:28:27	Tetanops myopaeformis	D20A2b Differential display screening of dormant Tetanops myopaeformis Tetanops myopaeformis cDNA similar to Fat body protein 2	EV413920	EST	NaN	NaN				Miloš	
1/10/2015 17:41:21	Wolbachia endosymbiont of Culex pipiens pipiens	clone CpiLD-C02 23S ribosomal RNA	DQ401445	rRNA	NaN	NaN					
6/13/2015 15:48:26	Wyeomyia smithii	Adult cuticle protein 1	GW420657	EST	NaN	NaN		FBgn0014454	FlyBase		
6/13/2015 15:50:50	Wyeomyia smithii	Adult cuticle protein 65A	GW420658	EST	NaN	NaN		FBgn0020765	FlyBase		
6/13/2015 15:29:25	Wyeomyia smithii	Cuticular protein 49ab	GW420660	EST	NaN	NaN		FBgn0050042	FlyBase		
6/13/2015 15:42:43	Wyeomyia smithii	Cuticular protein 65av	GW420661	EST	NaN	NaN		FBgn0052405	FlyBase		
6/13/2015 15:32:26	Wyeomyia smithii	Cuticular protein 65az	GW420662	EST	NaN	NaN		FBgn0035686	FlyBase		
6/13/2015 15:45:03	Wyeomyia smithii	Cuticular protein 84ad	GW420659	EST	NaN	NaN		FBgn0004780	FlyBase		
6/13/2015 12:24:08	Wyeomyia smithii	Ejaculatory bulb protein III	GW420667	EST	NaN	NaN		FBgn0011695	FlyBase		
6/13/2015 15:31:30	Wyeomyia smithii	Larval cuticle protein 65ac	GW420663	EST	NaN	NaN		FBgn0020642	FlyBase		
6/13/2015 15:51:51	Wyeomyia smithii	Myosin binding subunit	GW420664	EST	NaN	NaN		FBgn0002690	FlyBase		
6/13/2015 15:47:16	Wyeomyia smithii	Non protein coding gene	GW420656	EST	NaN	NaN		FBgn0085743	FlyBase		
6/13/2015 12:26:21	Wyeomyia smithii	Overgrown hematopoietic organs at 23B	GW420665	EST	NaN	NaN		FBgn0015521	FlyBase		
6/13/2015 15:28:13	Wyeomyia smithii	Paxillan	GW420666	EST	NaN	NaN		FBgn0041789	FlyBase		
6/13/2015 15:41:34	Wyeomyia smithii	Phosphoenolpyrovate carboxylkinase	GW420668	EST	NaN	NaN		FBgn0003067	FlyBase		
6/13/2015 15:16:12	Wyeomyia smithii	Photoperiodic response gene 1 (retininC containing CG13043-like protein (ppdrg1) mRNA)	GU320742	mRNA	NaN	NaN		FBgn0036600	FlyBase		
6/13/2015 15:39:35	Wyeomyia smithii	Ribosomal protein S 23	GW420669	EST	NaN	NaN		FBgn0033912	FlyBase		
6/13/2015 15:54:48	Wyeomyia smithii	Ribosomal protein S 25	GW420670	EST	NaN	NaN		FBgn0086472	FlyBase		
6/13/2015 12:22:44	Wyeomyia smithii	Sorbitol dehydrogenase 1	GW420671	EST	NaN	NaN		FBgn0024289	FlyBase		
6/13/2015 12:25:22	Wyeomyia smithii	Sorbitol dehydrogenase 2	GW420672	EST	NaN	NaN		FBgn0022359	FlyBase		
6/13/2015 15:49:30	Wyeomyia smithii	String of Pearls	GW420673	EST	NaN	NaN		FBgn0004867	FlyBase		
6/13/2015 15:52:44	Wyeomyia smithii	Ws Unknown 1	GW420674	EST	NaN	NaN					
6/13/2015 12:27:08	Wyeomyia smithii	Ws Unknown 10	GW420675	EST	NaN	NaN					
6/13/2015 15:12:37	Wyeomyia smithii	Ws Unknown 2	GW420676	EST	NaN	NaN					
6/13/2015 15:38:34	Wyeomyia smithii	Ws Unknown 3	GW420677	EST	NaN	NaN					
6/13/2015 15:43:33	Wyeomyia smithii	Ws Unknown 4	GW420678	EST	NaN	NaN					
6/13/2015 15:53:42	Wyeomyia smithii	Ws Unknown 5	GW420679	EST	NaN	NaN					
6/13/2015 15:40:39	Wyeomyia smithii	Ws Unknown 7	GW420681	EST	NaN	NaN					
6/13/2015 15:30:21	Wyeomyia smithii	Ws Unknown 8	GW420682	EST	NaN	NaN					
6/13/2015 15:17:21	Wyeomyia smithii	Ws Unknown 9	GW420683	EST	NaN	NaN					
6/13/2015 15:45:55	Wyeomyia smithii	Ws17127	GW420655	EST	NaN	NaN		FBgn0032299	FlyBase		
